reaction,product,Coefficient of reactants,reaction list,Feature,,,,,,,,,,,,,,,,△G,△G_norm
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,0.778,-0.778,-0.778,0,0,0,0,0,0.778,0,3.111,0,0,-7.75,-8.21,7.91,5.51,-8.38,0.685492161
TP43,TP52,C15H18O5+ 6h+ + 3H2O = C14H18O6 + CO2 + 6H+,0.778,-0.778,0,0,0,0,-4.667,4.667,0.778,0.778,-2.333,0,0,-7.92,-7.75,7.12,7.91,-7.31,0.692367001
TP43,TP51,C15H18O5+ 6h+ + 3H2O = C14H18O6 + CO2 + 6H+,0.778,-0.778,0,0,0,0,-4.667,4.667,0.778,0.778,-2.333,0,0,-7.92,-7.78,7.12,7.94,-7.3,0.692431252
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.778,-0.778,0,0,-3.111,0,0,0,0.778,0,4.667,0,0,-7.68,-7.75,8.01,6.5,-7.23,0.692881007
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.778,-0.778,0,0,-3.111,0,0,0,0.778,0,4.667,0,0,-7.78,-7.38,7.94,6,-7.06,0.693973272
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,0.778,-0.778,-0.778,0,0,0,0,0,0.778,0,3.111,0,0,-7.78,-7.89,7.94,6.41,-5.93,0.701233616
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,0.778,-0.778,-0.778,0,0,0,0,0,0.778,0,3.111,0,0,-7.75,-7.89,7.91,6.41,-5.92,0.701297867
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,0.778,-0.778,-0.778,0,0,0,0,0,0.778,0,3.111,0,0,-7.78,-7.58,7.94,5.92,-5.69,0.702775636
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,0.778,-0.778,-0.778,0,0,0,0,0,0.778,0,3.111,0,0,-7.75,-7.58,7.91,5.92,-5.67,0.702904138
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,0.778,-0.778,-0.778,0,0,0,0,0,0.778,0,3.111,0,0,-7.68,-7.75,8.01,6.5,-4.01,0.713569776
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,0.778,-0.778,-0.778,0,0,0,0,0,0.778,0,3.111,0,0,-7.68,-7.38,8.01,6,-3.86,0.714533539
TP44,TP53,C15H18O5+ 6h+ + 3H2O = C14H18O6 + CO2 + 6H+,0.778,-0.778,0,0,0,0,-4.667,4.667,0.778,0.778,-2.333,0,0,-7.84,-7.68,7.12,8.01,14.89,0.835003855
TP44,TP52,C15H18O5+ 6h+ + 3H2O = C14H18O6 + CO2 + 6H+,0.778,-0.778,0,0,0,0,-4.667,4.667,0.778,0.778,-2.333,0,0,-7.84,-7.75,7.12,7.91,20.74,0.872590594
TP44,TP51,C15H18O5+ 6h+ + 3H2O = C14H18O6 + CO2 + 6H+,0.778,-0.778,0,0,0,0,-4.667,4.667,0.778,0.778,-2.333,0,0,-7.84,-7.78,7.12,7.94,20.76,0.872719095
TP32,TP53,C18H23NO4 + 68/11e- + 79/11H+ + 26/11CO2 = 16/11C14H18O6 + NH4+,0.9,-0.9,0,0,0,-5.564,0,-6.464,1.309,-2.127,0,0.9,0,-7.83,-7.68,7.12,8.01,-63.94,0.328514521
TP32,TP52,C18H23NO4 + 68/11e- + 79/11H+ + 26/11CO2 = 16/11C14H18O6 + NH4+,0.9,-0.9,0,0,0,-5.564,0,-6.464,1.309,-2.127,0,0.9,0,-7.83,-7.75,7.12,7.91,-54.08,0.391865844
TP32,TP51,C18H23NO4 + 68/11e- + 79/11H+ + 26/11CO2 = 16/11C14H18O6 + NH4+,0.9,-0.9,0,0,0,-5.564,0,-6.464,1.309,-2.127,0,0.9,0,-7.83,-7.78,7.12,7.94,-54.05,0.392058597
TP32,TP53,C18H23NO4 + 73/11e- + 62/11H+ + 47/11CO2 = 35/22C14H18O6 + NO3-,0.9,-0.9,0,0,0,-5.973,0,-5.073,1.432,-3.845,0,0,0.9,-7.83,-7.68,7.12,8.01,-53.06,0.398419429
TP32,TP52,C18H23NO4 + 73/11e- + 62/11H+ + 47/11CO2 = 35/22C14H18O6 + NO3-,0.9,-0.9,0,0,0,-5.973,0,-5.073,1.432,-3.845,0,0,0.9,-7.83,-7.75,7.12,7.91,-42.28,0.46768183
TP32,TP51,C18H23NO4 + 73/11e- + 62/11H+ + 47/11CO2 = 35/22C14H18O6 + NO3-,0.9,-0.9,0,0,0,-5.973,0,-5.073,1.432,-3.845,0,0,0.9,-7.83,-7.78,7.12,7.94,-42.25,0.467874582
TP32,TP53,C18H23NO4 + 68/29·O2- + 97/29H+ = 36/29C14H18O6 + 18/29CO2 + NH4+,0.9,-0.9,0,-2.11,0,0,0,-3.01,1.117,0.559,0,0.9,0,-7.83,-7.68,7.12,8.01,-34.98,0.51458494
TP32,TP53,C18H23NO4 + 34/91O2 + H+ = 10/9C14H18O6 + 22/9CO2 + NH4+,0.9,-0.9,-3.4,0,0,0,0,-0.9,1,2.2,0,0.9,0,-7.83,-7.68,7.12,8.01,-32.56,0.530133642
TP31,TP53,C17H17O6 + 65/29·O2- + 65/29H+ = 31/29C14H18O6 + 59/29CO2,0.9,-0.9,0,-2.017,0,0,0,-2.017,2.156,1.831,0,0,0,-7.84,-7.68,7.06,8.01,-28.97,0.553199692
TP32,TP72,C18H23NO4 + ·O2- + 67/21CO2 = 89/63C15H13O5 + 146/63H2O + NO3-,0.9,-0.9,0,-0.9,0,0,0,0,1.271,-2.871,2.086,0,0.9,-7.83,#N/A,7.12,#N/A,-26.72,0.56765613
TP32,TP72,C18H23NO4 + ·O2- + 67/21CO2 = 89/63C15H13O5 + 146/63H2O + NO3-,0.9,-0.9,0,-0.9,0,0,0,0,1.271,-2.871,2.086,0,0.9,-7.83,#N/A,7.12,#N/A,-26.72,0.56765613
TP32,TP52,C18H23NO4 + 68/29·O2- + 97/29H+ = 36/29C14H18O6 + 18/29CO2 + NH4+,0.9,-0.9,0,-2.11,0,0,0,-3.01,1.117,0.559,0,0.9,0,-7.83,-7.75,7.12,7.91,-26.57,0.568619892
TP32,TP51,C18H23NO4 + 68/29·O2- + 97/29H+ = 36/29C14H18O6 + 18/29CO2 + NH4+,0.9,-0.9,0,-2.11,0,0,0,-3.01,1.117,0.559,0,0.9,0,-7.83,-7.78,7.12,7.94,-26.55,0.568748394
TP32,TP52,C18H23NO4 + 34/91O2 + H+ = 10/9C14H18O6 + 22/9CO2 + NH4+,0.9,-0.9,-3.4,0,0,0,0,-0.9,1,2.2,0,0.9,0,-7.83,-7.75,7.12,7.91,-25.03,0.578514521
TP32,TP51,C18H23NO4 + 34/91O2 + H+ = 10/9C14H18O6 + 22/9CO2 + NH4+,0.9,-0.9,-3.4,0,0,0,0,-0.9,1,2.2,0,0.9,0,-7.83,-7.78,7.12,7.94,-25.01,0.578643022
TP31,TP52,C17H17O6 + 65/29·O2- + 65/29H+ = 31/29C14H18O6 + 59/29CO2,0.9,-0.9,0,-2.017,0,0,0,-2.017,2.156,1.831,0,0,0,-7.84,-7.75,7.06,7.91,-21.73,0.599717296
TP31,TP51,C17H17O6 + 65/29·O2- + 65/29H+ = 31/29C14H18O6 + 59/29CO2,0.9,-0.9,0,-2.017,0,0,0,-2.017,2.156,1.831,0,0,0,-7.84,-7.78,7.06,7.94,-21.7,0.599910049
TP32,TP53,C18H23NO4 + 73/181O2 = 11/9C14H18O6 + 8/9CO2 + H+ + NO3-,0.9,-0.9,-3.65,0,0,0,0,0.9,1.1,0.8,0,0,0.9,-7.83,-7.68,7.12,8.01,-19.38,0.614816243
TP32,TP72,C18H23NO4 + 66/13CO2 + H+ = 20/13C15H13O5 + 42/13O2 + NH4+,0.9,-0.9,2.908,0,0,0,0,-0.9,1.385,-4.569,0,0.9,0,-7.83,#N/A,7.12,#N/A,-17.24,0.628565921
TP32,TP72,C18H23NO4 + 66/13CO2 + H+ = 20/13C15H13O5 + 42/13O2 + NH4+,0.9,-0.9,2.908,0,0,0,0,-0.9,1.385,-4.569,0,0.9,0,-7.83,#N/A,7.12,#N/A,-17.24,0.628565921
TP31,TP53,C17H17O6 + 13/4·OH = 9/8C14H18O6 + 5/4CO2,0.9,-0.9,0,0,-2.925,0,0,0,1.013,1.125,0,0,0,-7.84,-7.68,7.06,8.01,-15.37,0.640580828
TP32,TP52,C18H23NO4 + 73/181O2 = 11/9C14H18O6 + 8/9CO2 + H+ + NO3-,0.9,-0.9,-3.65,0,0,0,0,0.9,1.1,0.8,0,0,0.9,-7.83,-7.75,7.12,7.91,-11.1,0.668015934
TP32,TP51,C18H23NO4 + 73/181O2 = 11/9C14H18O6 + 8/9CO2 + H+ + NO3-,0.9,-0.9,-3.65,0,0,0,0,0.9,1.1,0.8,0,0,0.9,-7.83,-7.78,7.12,7.94,-11.07,0.668208687
TP31,TP52,C17H17O6 + 13/4·OH = 9/8C14H18O6 + 5/4CO2,0.9,-0.9,0,0,-2.925,0,0,0,1.013,1.125,0,0,0,-7.84,-7.75,7.06,7.91,-7.75,0.689539964
TP31,TP51,C17H17O6 + 13/4·OH = 9/8C14H18O6 + 5/4CO2,0.9,-0.9,0,0,-2.925,0,0,0,1.013,1.125,0,0,0,-7.84,-7.78,7.06,7.94,-7.73,0.689668466
TP32,TP72,C18H23NO4 +96/13CO2 = 22/13C15H13O5 + 95/26O2 + H+ + NO3-,0.9,-0.9,3.288,0,0,0,0,0.9,1.523,-6.646,0,0,0.9,-7.83,#N/A,7.12,#N/A,-2.52,0.723143151
TP32,TP72,C18H23NO4 +96/13CO2 = 22/13C15H13O5 + 95/26O2 + H+ + NO3-,0.9,-0.9,3.288,0,0,0,0,0.9,1.523,-6.646,0,0,0.9,-7.83,#N/A,7.12,#N/A,-2.52,0.723143151
TP31,TP71,C17H17O6 = C16H17O4 + CO2,0.9,-0.9,0,0,0,0,0,0,0.9,0.9,0,0,0,-7.84,#N/A,7.06,#N/A,0.42,0.742032896
TP32,TP72,C18H23NO4 + ·O2- + 67/21CO2 = 89/63C15H13O5 + 146/63H2O + NO3-,0.917,-0.917,0,-0.917,0,0,0,0,1.295,-2.925,2.124,0,0.917,-7.83,#N/A,7.12,#N/A,-27.22,0.564443588
TP32,TP72,C18H23NO4 + 66/13CO2 + H+ = 20/13C15H13O5 + 42/13O2 + NH4+,0.917,-0.917,2.962,0,0,0,0,-0.917,1.41,-4.654,0,0.917,0,-7.83,#N/A,7.12,#N/A,-17.55,0.626574145
TP32,TP72,C18H23NO4 +96/13CO2 = 22/13C15H13O5 + 95/26O2 + H+ + NO3-,0.917,-0.917,3.349,0,0,0,0,0.917,1.551,-6.769,0,0,0.917,-7.83,#N/A,7.12,#N/A,-2.57,0.722821897
TP32,TP72,C18H23NO4 + ·O2- + 67/21CO2 = 89/63C15H13O5 + 146/63H2O + NO3-,0.923,-0.923,0,-0.923,0,0,0,0,1.304,-2.945,2.139,0,0.923,-7.83,#N/A,7.12,#N/A,-27.41,0.563222822
TP32,TP72,C18H23NO4 + 66/13CO2 + H+ = 20/13C15H13O5 + 42/13O2 + NH4+,0.923,-0.923,2.982,0,0,0,0,-0.923,1.42,-4.686,0,0.923,0,-7.83,#N/A,7.12,#N/A,-17.68,0.625738885
TP32,TP72,C18H23NO4 +96/13CO2 = 22/13C15H13O5 + 95/26O2 + H+ + NO3-,0.923,-0.923,3.373,0,0,0,0,0.923,1.562,-6.817,0,0,0.923,-7.83,#N/A,7.12,#N/A,-2.58,0.722757646
TP32,TP72,C18H23NO4 + ·O2- + 67/21CO2 = 89/63C15H13O5 + 146/63H2O + NO3-,0.938,-0.938,0,-0.938,0,0,0,0,1.324,-2.991,2.173,0,0.938,-7.83,#N/A,7.12,#N/A,-27.83,0.560524287
TP32,TP72,C18H23NO4 + 66/13CO2 + H+ = 20/13C15H13O5 + 42/13O2 + NH4+,0.938,-0.938,3.029,0,0,0,0,-0.938,1.442,-4.76,0,0.938,0,-7.83,#N/A,7.12,#N/A,-17.95,0.624004112
TP32,TP72,C18H23NO4 +96/13CO2 = 22/13C15H13O5 + 95/26O2 + H+ + NO3-,0.938,-0.938,3.425,0,0,0,0,0.938,1.587,-6.923,0,0,0.938,-7.83,#N/A,7.12,#N/A,-2.63,0.722436392
TP22,TP32,C19H22NO9 + e- + 7H+ = C18H23NO4 + CO2 + 3H2O,0.947,-0.947,0,0,0,-0.947,0,-6.632,0.947,0.947,2.842,0,0,-7.94,-7.83,6.86,7.12,-83.06,0.205666924
TP22,TP53,C19H22NO9 + 52/11e- + 63/11H+ = 29/22C14H18O6 + 6/11CO2 + NH4+,0.947,-0.947,0,0,0,-4.478,0,-5.426,1.249,0.517,0,0.947,0,-7.94,-7.68,6.86,8.01,-82.28,0.210678489
TP22,TP52,C19H22NO9 + 52/11e- + 63/11H+ = 29/22C14H18O6 + 6/11CO2 + NH4+,0.947,-0.947,0,0,0,-4.478,0,-5.426,1.249,0.517,0,0.947,0,-7.94,-7.75,6.86,7.91,-72.87,0.271138525
TP22,TP51,C19H22NO9 + 52/11e- + 63/11H+ = 29/22C14H18O6 + 6/11CO2 + NH4+,0.947,-0.947,0,0,0,-4.478,0,-5.426,1.249,0.517,0,0.947,0,-7.94,-7.78,6.86,7.94,-72.85,0.271267026
TP22,TP53,C19H22NO9 + 57/11e- + 46/11H+ + 15/11CO2 = 16/11C14H18O6 + NO3-,0.947,-0.947,0,0,0,-4.909,0,-3.962,1.378,-1.292,0,0,0.947,-7.94,-7.68,6.86,8.01,-60.27,0.352094577
TP22,TP52,C19H22NO9 + 57/11e- + 46/11H+ + 15/11CO2 = 16/11C14H18O6 + NO3-,0.947,-0.947,0,0,0,-4.909,0,-3.962,1.378,-1.292,0,0,0.947,-7.94,-7.75,6.86,7.91,-49.9,0.418722693
TP22,TP51,C19H22NO9 + 57/11e- + 46/11H+ + 15/11CO2 = 16/11C14H18O6 + NO3-,0.947,-0.947,0,0,0,-4.909,0,-3.962,1.378,-1.292,0,0,0.947,-7.94,-7.78,6.86,7.94,-49.87,0.418915446
TP22,TP53,C19H22NO9 + 52/29·O2- + 81/29H+ = 67/58C14H18O6 + 82/29CO2 + NH4+,0.947,-0.947,0,-1.699,0,0,0,-2.646,1.094,2.679,0,0.947,0,-7.94,-7.68,6.86,8.01,-48.42,0.428231817
TP22,TP53,C19H22NO9 + 26/91O2 + H+ = 19/18C14H18O6 + 38/9CO2 + NH4+,0.947,-0.947,-2.737,0,0,0,0,-0.947,1,4,0,0.947,0,-7.94,-7.68,6.86,8.01,-46.47,0.44076073
TP22,TP52,C19H22NO9 + 52/29·O2- + 81/29H+ = 67/58C14H18O6 + 82/29CO2 + NH4+,0.947,-0.947,0,-1.699,0,0,0,-2.646,1.094,2.679,0,0.947,0,-7.94,-7.75,6.86,7.91,-40.18,0.481174505
TP22,TP51,C19H22NO9 + 52/29·O2- + 81/29H+ = 67/58C14H18O6 + 82/29CO2 + NH4+,0.947,-0.947,0,-1.699,0,0,0,-2.646,1.094,2.679,0,0.947,0,-7.94,-7.78,6.86,7.94,-40.16,0.481303007
TP22,TP52,C19H22NO9 + 26/91O2 + H+ = 19/18C14H18O6 + 38/9CO2 + NH4+,0.947,-0.947,-2.737,0,0,0,0,-0.947,1,4,0,0.947,0,-7.94,-7.75,6.86,7.91,-38.94,0.489141609
TP22,TP51,C19H22NO9 + 26/91O2 + H+ = 19/18C14H18O6 + 38/9CO2 + NH4+,0.947,-0.947,-2.737,0,0,0,0,-0.947,1,4,0,0.947,0,-7.94,-7.78,6.86,7.94,-38.92,0.489270111
TP22,TP53,C19H22NO9 + 13/5·OH + H+ = 6/5C14H18O6 + 11/5CO2 + NH4+,0.947,-0.947,0,0,-2.463,0,0,-0.947,1.137,2.084,0,0.947,0,-7.94,-7.68,6.86,8.01,-36.97,0.501799023
TP22,TP53,C19H22NO9 + 57/29·O2- + 28/29H+ = 37/29C14H18O6 + 33/29CO2 + NO3-,0.947,-0.947,0,-1.862,0,0,0,-0.915,1.209,1.078,0,0,0.947,-7.94,-7.68,6.86,8.01,-34.73,0.51619121
TP22,TP53,C19H22NO9 + 19/61O2 = 7/6C14H18O6 + 8/3CO2 + H+ + NO3-,0.947,-0.947,-3,0,0,0,0,0.947,1.105,2.526,0,0,0.947,-7.94,-7.68,6.86,8.01,-32.59,0.529940889
TP22,TP52,C19H22NO9 + 13/5·OH + H+ = 6/5C14H18O6 + 11/5CO2 + NH4+,0.947,-0.947,0,0,-2.463,0,0,-0.947,1.137,2.084,0,0.947,0,-7.94,-7.75,6.86,7.91,-28.41,0.556797738
TP22,TP51,C19H22NO9 + 13/5·OH + H+ = 6/5C14H18O6 + 11/5CO2 + NH4+,0.947,-0.947,0,0,-2.463,0,0,-0.947,1.137,2.084,0,0.947,0,-7.94,-7.78,6.86,7.94,-28.38,0.556990491
TP32,TP72,C18H23NO4 + ·O2- + 67/21CO2 = 89/63C15H13O5 + 146/63H2O + NO3-,0.947,-0.947,0,-0.947,0,0,0,0,1.338,-3.023,2.195,0,0.947,-7.83,#N/A,7.12,#N/A,-28.13,0.558596762
TP22,TP52,C19H22NO9 + 57/29·O2- + 28/29H+ = 37/29C14H18O6 + 33/29CO2 + NO3-,0.947,-0.947,0,-1.862,0,0,0,-0.915,1.209,1.078,0,0,0.947,-7.94,-7.75,6.86,7.91,-25.64,0.57459522
TP22,TP51,C19H22NO9 + 57/29·O2- + 28/29H+ = 37/29C14H18O6 + 33/29CO2 + NO3-,0.947,-0.947,0,-1.862,0,0,0,-0.915,1.209,1.078,0,0,0.947,-7.94,-7.78,6.86,7.94,-25.61,0.574787972
TP22,TP52,C19H22NO9 + 19/61O2 = 7/6C14H18O6 + 8/3CO2 + H+ + NO3-,0.947,-0.947,-3,0,0,0,0,0.947,1.105,2.526,0,0,0.947,-7.94,-7.75,6.86,7.91,-24.27,0.583397584
TP22,TP51,C19H22NO9 + 19/61O2 = 7/6C14H18O6 + 8/3CO2 + H+ + NO3-,0.947,-0.947,-3,0,0,0,0,0.947,1.105,2.526,0,0,0.947,-7.94,-7.78,6.86,7.94,-24.24,0.583590337
TP32,TP72,C18H23NO4 + 66/13CO2 + H+ = 20/13C15H13O5 + 42/13O2 + NH4+,0.947,-0.947,3.061,0,0,0,0,-0.947,1.457,-4.81,0,0.947,0,-7.83,#N/A,7.12,#N/A,-18.14,0.622783346
TP22,TP53,C19H22NO9 + 57/20·OH = 53/40C14H18O6 + 9/20CO2 + H+ + NO3-,0.947,-0.947,0,0,-2.7,0,0,0.947,1.255,0.426,0,0,0.947,-7.94,-7.68,6.86,8.01,-16.38,0.634091493
TP22,TP52,C19H22NO9 + 57/20·OH = 53/40C14H18O6 + 9/20CO2 + H+ + NO3-,0.947,-0.947,0,0,-2.7,0,0,0.947,1.255,0.426,0,0,0.947,-7.94,-7.75,6.86,7.91,-6.93,0.694808533
TP22,TP51,C19H22NO9 + 57/20·OH = 53/40C14H18O6 + 9/20CO2 + H+ + NO3-,0.947,-0.947,0,0,-2.7,0,0,0.947,1.255,0.426,0,0,0.947,-7.94,-7.78,6.86,7.94,-6.9,0.695001285
TP32,TP72,C18H23NO4 +96/13CO2 = 22/13C15H13O5 + 95/26O2 + H+ + NO3-,0.947,-0.947,3.462,0,0,0,0,0.947,1.603,-6.996,0,0,0.947,-7.83,#N/A,7.12,#N/A,-2.65,0.72230789
TP23,TP31,C19H22NO9 + 39/28h+ = 29/28C17H17O6 + 39/28CO2 + 11/28H+ + NH4+,0.947,-0.947,0,0,0,0,-1.32,0.372,0.981,1.32,0,0.947,0,-7.92,-7.84,6.87,7.06,-2.18,0.725327679
TP22,TP31,C19H22NO9 + 39/28h+ = 29/28C17H17O6 + 39/28CO2 + 11/28H+ + NH4+,0.947,-0.947,0,0,0,0,-1.32,0.372,0.981,1.32,0,0.947,0,-7.94,-7.84,6.86,7.06,-2.02,0.726355693
TP22,TP31,C19H22NO9 + 11/7h+ + 3/7CO2= 8/7C17H17O6 + 18/7H+ + NO3-,0.947,-0.947,0,0,0,0,-1.489,2.436,1.083,-0.406,0,0,0.947,-7.94,-7.84,6.86,7.06,14.32,0.831341557
TP23,TP31,C19H22NO9 + 11/7h+ + 3/7CO2= 8/7C17H17O6 + 18/7H+ + NO3-,0.947,-0.947,0,0,0,0,-1.489,2.436,1.083,-0.406,0,0,0.947,-7.92,-7.84,6.87,7.06,15.82,0.840979183
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.78,-7.75,7.94,6.5,-19.98,0.610961192
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.75,-7.75,7.91,6.5,-19.95,0.611153945
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.78,-7.38,7.94,6,-19.78,0.612246209
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.75,-7.38,7.91,6,-19.75,0.612438962
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.78,-6.1,7.94,5.1,-19.56,0.613659728
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.75,-6.1,7.91,5.1,-19.53,0.61385248
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.78,-8.19,7.94,5.49,-19.13,0.616422513
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.78,-7.6,7.94,5.86,-19.11,0.616551015
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.75,-8.19,7.91,5.49,-19.1,0.616615266
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.75,-7.6,7.91,5.86,-19.08,0.616743768
TP51,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.78,-7.24,7.94,5.55,-18.7,0.619185299
TP52,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.75,-7.24,7.91,5.55,-18.67,0.619378052
TP51,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.78,-8.21,7.94,5.51,-18.14,0.622783346
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.75,-8.21,7.91,5.51,-18.12,0.622911848
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.78,-7.75,7.94,6.5,-16.01,0.636468774
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.78,-7.38,7.94,6,-16.01,0.636468774
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.75,-7.75,7.91,6.5,-15.98,0.636661527
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.75,-7.38,7.91,6,-15.98,0.636661527
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.78,-6.1,7.94,5.1,-15.8,0.637818042
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.75,-6.1,7.91,5.1,-15.77,0.638010794
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.78,-8.19,7.94,5.49,-15.35,0.640709329
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.78,-7.6,7.94,5.86,-15.34,0.64077358
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.75,-8.19,7.91,5.49,-15.34,0.64077358
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.75,-7.6,7.91,5.86,-15.32,0.640902082
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.78,-7.89,7.94,6.41,-15.08,0.642444102
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.75,-7.89,7.91,6.41,-15.07,0.642508353
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.78,-7.24,7.94,5.55,-14.93,0.643407864
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.75,-7.24,7.91,5.55,-14.91,0.643536366
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.78,-7.58,7.94,5.92,-14.78,0.644371627
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.75,-7.58,7.91,5.92,-14.76,0.644500129
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.78,-8.21,7.94,5.51,-14.36,0.647070162
TP52,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,0.962,-0.962,0,0,-3.848,0,0,0,0.962,0,5.772,0,0,-7.75,-8.21,7.91,5.51,-14.34,0.647198664
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,0.962,-0.962,0,-1.283,0,0,0,-1.283,0.962,0,4.49,0,0,-7.68,-7.75,8.01,6.5,-12.71,0.65767155
